GRID_734.42,734.42,741.76
GRID_771.88,771.88,779.6
GRID_779.6,779.6,787.4
GRID_787.4,787.4,795.27
GRID_795.27,795.27,803.22
GRID_803.22,803.22,811.25
GRID_811.25,811.25,819.36
GRID_819.36,819.36,827.55
GRID_835.83,835.83,844.19
GRID_914.13,914.13,923.27
GRID_980.07,980.07,989.87
GRID_1104.37,1104.37,1115.41
GRID_989.87,989.87,999.77
GRID_999.77,999.77,1009.77
GRID_1009.77,1009.77,1019.87
GRID_1019.87,1019.87,1030.07
GRID_1030.07,1030.07,1040.37
GRID_1040.37,1040.37,1050.77
GRID_1050.77,1050.77,1061.28
GRID_1061.28,1061.28,1071.89
GRID_1071.89,1071.89,1082.61
GRID_1082.61,1082.61,1093.44
GRID_1093.44,1093.44,1104.37
GRID_1093.33,1093.33,1104.26
GRID_989.77,989.77,999.67
GRID_999.67,999.67,1009.67
GRID_749.18,749.18,756.67
GRID_756.67,756.67,764.24
GRID_764.24,764.24,771.88
GRID_764.16,764.16,771.8
GRID_771.8,771.8,779.52
GRID_827.55,827.55,835.83
GRID_779.53,779.53,787.32
GRID_787.32,787.32,795.19
GRID_795.19,795.19,803.14
GRID_803.14,803.14,811.17
GRID_811.17,811.17,819.28
GRID_844.19,844.19,852.63
GRID_852.63,852.63,861.16
GRID_861.16,861.16,869.77
GRID_869.77,869.77,878.47
GRID_878.47,878.47,887.25
GRID_887.25,887.25,896.12
GRID_827.47,827.47,835.75
GRID_896.12,896.12,905.08
GRID_905.08,905.08,914.13
GRID_904.99,904.99,914.04
GRID_878.38,878.38,887.16
GRID_887.16,887.16,896.03
GRID_561.39,561.39,567
GRID_626.32,626.32,632.58
GRID_632.58,632.58,638.91
GRID_638.91,638.91,645.3
GRID_645.3,645.3,651.75
GRID_651.75,651.75,658.27
GRID_658.27,658.27,664.85
GRID_664.85,664.85,671.5
GRID_566.94,566.94,572.61
GRID_572.62,572.62,578.34
GRID_584.12,584.12,589.96
GRID_589.96,589.96,595.86
GRID_595.86,595.86,601.82
GRID_601.82,601.82,607.84
GRID_607.84,607.84,613.92
GRID_613.92,613.92,620.06
GRID_572.56,572.56,578.28
GRID_671.5,671.5,678.22
GRID_561.33,561.33,566.94
GRID_685,685,691.85
GRID_671.44,671.44,678.15
GRID_620.06,620.06,626.26
GRID_626.25,626.25,632.52
GRID_632.52,632.52,638.85
GRID_638.85,638.85,645.24
GRID_601.76,601.76,607.78
GRID_607.78,607.78,613.86
GRID_645.23,645.23,651.68
GRID_651.69,651.69,658.2
GRID_658.2,658.2,664.78
GRID_691.85,691.85,698.77
GRID_698.77,698.77,705.76
GRID_705.76,705.76,712.82
GRID_712.82,712.82,719.95
GRID_719.95,719.95,727.15
GRID_727.15,727.15,734.42
GRID_727.08,727.08,734.35
GRID_664.79,664.79,671.43
GRID_678.15,678.15,684.93
GRID_664.73,664.73,671.37
GRID_741.76,741.76,749.18
GRID_741.69,741.69,749.11
GRID_749.1,749.1,756.59
GRID_756.6,756.6,764.16
GRID_756.52,756.52,764.08
GRID_764.08,764.08,771.72
GRID_771.73,771.73,779.45
GRID_779.45,779.45,787.24
GRID_787.24,787.24,795.11
GRID_795.11,795.11,803.06
GRID_803.06,803.06,811.09
GRID_819.27,819.27,827.47
GRID_835.75,835.75,844.11
GRID_819.2,819.2,827.39
GRID_844.1,844.1,852.54
GRID_852.55,852.55,861.07
GRID_861.07,861.07,869.68
GRID_869.69,869.69,878.38
GRID_896.03,896.03,904.99
GRID_895.94,895.94,904.9
GRID_869.6,869.6,878.29
GRID_878.29,878.29,887.07
GRID_923.27,923.27,932.5
GRID_827.39,827.39,835.67
GRID_835.66,835.66,844.02
GRID_844.02,844.02,852.46
GRID_852.46,852.46,860.98
GRID_860.99,860.99,869.6
GRID_887.07,887.07,895.94
GRID_886.98,886.98,895.85
GRID_860.9,860.9,869.51
GRID_869.51,869.51,878.2
GRID_843.94,843.94,852.37
GRID_819.12,819.12,827.31
GRID_827.3,827.3,835.58
GRID_835.58,835.58,843.94
GRID_852.38,852.38,860.9
GRID_835.5,835.5,843.86
GRID_852.29,852.29,860.81
GRID_860.81,860.81,869.42
GRID_811.08,811.08,819.19
GRID_811.01,811.01,819.12
GRID_810.93,810.93,819.04
GRID_819.03,819.03,827.22
GRID_827.22,827.22,835.5
GRID_843.86,843.86,852.29
GRID_843.77,843.77,852.2
GRID_827.15,827.15,835.42
GRID_878.2,878.2,886.98
GRID_878.11,878.11,886.89
GRID_852.2,852.2,860.72
GRID_779.37,779.37,787.16
GRID_787.16,787.16,795.03
GRID_795.03,795.03,802.98
GRID_802.97,802.97,811
GRID_802.9,802.9,810.93
GRID_802.82,802.82,810.85
GRID_810.84,810.84,818.95
GRID_818.95,818.95,827.14
GRID_818.88,818.88,827.07
GRID_684.93,684.93,691.78
GRID_626.19,626.19,632.46
GRID_632.46,632.46,638.79
GRID_613.86,613.86,620
GRID_619.99,619.99,626.19
GRID_619.93,619.93,626.13
GRID_626.14,626.14,632.4
GRID_578.28,578.28,584.06
GRID_584.06,584.06,589.9
GRID_589.9,589.9,595.8
GRID_595.8,595.8,601.76
GRID_595.74,595.74,601.7
GRID_601.7,601.7,607.72
GRID_607.72,607.72,613.8
GRID_613.79,613.79,619.93
GRID_613.73,613.73,619.87
GRID_493.29,493.29,498.22
GRID_498.22,498.22,503.2
GRID_503.2,503.2,508.23
GRID_508.23,508.23,513.31
GRID_513.31,513.31,518.44
GRID_518.44,518.44,523.62
GRID_523.62,523.62,528.86
GRID_528.86,528.86,534.15
GRID_534.15,534.15,539.49
GRID_539.49,539.49,544.88
GRID_544.88,544.88,550.33
GRID_550.33,550.33,555.83
GRID_555.83,555.83,561.39
GRID_555.78,555.78,561.33
GRID_555.72,555.72,561.27
GRID_561.27,561.27,566.88
GRID_566.89,566.89,572.56
GRID_566.83,566.83,572.5
GRID_572.5,572.5,578.22
GRID_578.22,578.22,584
GRID_561.22,561.22,566.83
GRID_561.16,561.16,566.77
GRID_566.78,566.78,572.44
GRID_572.44,572.44,578.16
GRID_638.78,638.78,645.17
GRID_645.17,645.17,651.62
GRID_651.62,651.62,658.13
GRID_658.14,658.14,664.72
GRID_658.08,658.08,664.66
GRID_619.88,619.88,626.08
GRID_584,584,589.84
GRID_589.84,589.84,595.74
GRID_589.78,589.78,595.68
GRID_595.68,595.68,601.64
GRID_601.64,601.64,607.66
GRID_607.65,607.65,613.73
GRID_607.59,607.59,613.67
GRID_613.68,613.68,619.82
GRID_632.39,632.39,638.72
GRID_566.72,566.72,572.38
GRID_578.16,578.16,583.94
GRID_460.1,460.1,464.7
GRID_464.7,464.7,469.35
GRID_469.35,469.35,474.04
GRID_442.14,442.14,446.56
GRID_446.56,446.56,451.03
GRID_451.03,451.03,455.54
GRID_455.54,455.54,460.1
GRID_455.5,455.5,460.05
GRID_460.05,460.05,464.65
GRID_362.36,362.36,365.98
GRID_365.98,365.98,369.64
GRID_369.64,369.64,373.34
GRID_373.34,373.34,377.07
GRID_377.07,377.07,380.84
GRID_380.84,380.84,384.65
GRID_384.65,384.65,388.5
GRID_388.5,388.5,392.39
GRID_392.39,392.39,396.31
GRID_396.31,396.31,400.27
GRID_400.27,400.27,404.27
GRID_408.31,408.31,412.39
GRID_400.23,400.23,404.23
GRID_408.27,408.27,412.35
GRID_416.51,416.51,420.68
GRID_420.68,420.68,424.89
GRID_429.14,429.14,433.43
GRID_433.43,433.43,437.76
GRID_420.64,420.64,424.85
GRID_433.38,433.38,437.72
GRID_437.72,437.72,442.1
GRID_442.09,442.09,446.52
GRID_446.52,446.52,450.98
GRID_450.98,450.98,455.49
GRID_450.95,450.95,455.45
GRID_474.04,474.04,478.78
GRID_478.78,478.78,483.57
GRID_483.57,483.57,488.41
GRID_483.53,483.53,488.36
GRID_488.36,488.36,493.24
GRID_493.24,493.24,498.17
GRID_498.17,498.17,503.15
GRID_503.15,503.15,508.18
GRID_508.18,508.18,513.26
GRID_513.26,513.26,518.39
GRID_464.66,464.66,469.3
GRID_455.45,455.45,460
GRID_518.38,518.38,523.57
GRID_523.57,523.57,528.81
GRID_478.73,478.73,483.52
GRID_478.69,478.69,483.48
GRID_483.48,483.48,488.31
GRID_488.31,488.31,493.19
GRID_493.19,493.19,498.12
GRID_488.26,488.26,493.14
GRID_437.67,437.67,442.05
GRID_442.05,442.05,446.48
GRID_446.47,446.47,450.93
GRID_446.44,446.44,450.9
GRID_429.1,429.1,433.39
GRID_429.05,429.05,433.34
GRID_433.34,433.34,437.68
GRID_433.29,433.29,437.63
GRID_437.63,437.63,442.01
GRID_442.01,442.01,446.43
GRID_441.98,441.98,446.4
GRID_437.59,437.59,441.97
GRID_437.56,437.56,441.94
GRID_469.3,469.3,473.99
GRID_473.99,473.99,478.73
GRID_460.01,460.01,464.61
GRID_450.9,450.9,455.4
GRID_473.94,473.94,478.68
GRID_473.9,473.9,478.64
GRID_478.65,478.65,483.43
GRID_483.43,483.43,488.26
GRID_483.38,483.38,488.21
GRID_498.12,498.12,503.1
GRID_503.1,503.1,508.13
GRID_508.13,508.13,513.21
GRID_513.2,513.2,518.33
GRID_518.33,518.33,523.52
GRID_528.81,528.81,534.1
GRID_534.1,534.1,539.44
GRID_539.43,539.43,544.83
GRID_544.83,544.83,550.27
GRID_550.27,550.27,555.77
GRID_550.22,550.22,555.72
GRID_550.16,550.16,555.66
GRID_555.66,555.66,561.21
GRID_555.61,555.61,561.16
GRID_555.55,555.55,561.1
GRID_561.11,561.11,566.72
GRID_561.05,561.05,566.66
GRID_572.38,572.38,578.1
GRID_583.94,583.94,589.78
GRID_583.88,583.88,589.72
GRID_589.72,589.72,595.62
GRID_595.62,595.62,601.58
GRID_601.57,601.57,607.59
GRID_601.51,601.51,607.53
GRID_607.54,607.54,613.62
GRID_566.66,566.66,572.32
GRID_626.07,626.07,632.33
GRID_638.72,638.72,645.11
GRID_645.1,645.1,651.55
GRID_651.56,651.56,658.07
GRID_651.5,651.5,658.01
GRID_645.04,645.04,651.49
GRID_644.99,644.99,651.43
GRID_578.1,578.1,583.88
GRID_578.04,578.04,583.82
GRID_583.82,583.82,589.66
GRID_572.32,572.32,578.04
GRID_572.26,572.26,577.98
GRID_577.98,577.98,583.76
GRID_589.66,589.66,595.56
GRID_595.55,595.55,601.51
GRID_595.49,595.49,601.45
GRID_566.6,566.6,572.26
GRID_566.54,566.54,572.2
GRID_572.2,572.2,577.92
GRID_583.76,583.76,589.6
GRID_589.59,589.59,595.49
GRID_589.54,589.54,595.43
GRID_601.46,601.46,607.48
GRID_619.81,619.81,626.01
GRID_632.33,632.33,638.66
GRID_638.65,638.65,645.04
GRID_638.59,638.59,644.98
GRID_638.54,638.54,644.93
GRID_626.01,626.01,632.27
GRID_619.75,619.75,625.95
GRID_560.99,560.99,566.6
GRID_560.93,560.93,566.54
GRID_560.87,560.87,566.48
GRID_566.48,566.48,572.14
GRID_577.92,577.92,583.7
GRID_583.69,583.69,589.53
GRID_583.64,583.64,589.48
GRID_493.14,493.14,498.07
GRID_498.07,498.07,503.05
GRID_503.05,503.05,508.08
GRID_508.07,508.07,513.15
GRID_513.15,513.15,518.28
GRID_464.61,464.61,469.25
GRID_469.25,469.25,473.94
GRID_469.2,469.2,473.89
GRID_469.16,469.16,473.85
GRID_473.86,473.86,478.6
GRID_478.6,478.6,483.38
GRID_478.55,478.55,483.33
GRID_488.21,488.21,493.09
GRID_493.09,493.09,498.02
GRID_498.02,498.02,503
GRID_502.99,502.99,508.02
GRID_508.02,508.02,513.1
GRID_497.96,497.96,502.94
GRID_502.94,502.94,507.97
GRID_483.33,483.33,488.16
GRID_396.27,396.27,400.23
GRID_404.23,404.23,408.27
GRID_396.23,396.23,400.19
GRID_404.19,404.19,408.23
GRID_412.34,412.34,416.47
GRID_416.47,416.47,420.64
GRID_424.85,424.85,429.1
GRID_416.43,416.43,420.6
GRID_424.81,424.81,429.06
GRID_424.76,424.76,429.01
GRID_429.01,429.01,433.3
GRID_428.96,428.96,433.25
GRID_400.19,400.19,404.19
GRID_400.15,400.15,404.15
GRID_373.3,373.3,377.03
GRID_377.03,377.03,380.8
GRID_380.8,380.8,384.61
GRID_328.01,328.01,331.29
GRID_327.97,327.97,331.25
GRID_334.6,334.6,337.95
GRID_337.95,337.95,341.33
GRID_341.32,341.32,344.74
GRID_344.74,344.74,348.19
GRID_348.18,348.18,351.66
GRID_351.67,351.67,355.18
GRID_355.18,355.18,358.73
GRID_358.74,358.74,362.32
GRID_362.32,362.32,365.94
GRID_365.94,365.94,369.6
GRID_369.61,369.61,373.3
GRID_369.57,369.57,373.26
GRID_373.26,373.26,376.99
GRID_376.99,376.99,380.76
GRID_384.62,384.62,388.46
GRID_388.47,388.47,392.35
GRID_392.35,392.35,396.27
GRID_392.31,392.31,396.23
GRID_392.27,392.27,396.19
GRID_380.77,380.77,384.58
GRID_384.59,384.59,388.43
GRID_334.57,334.57,337.92
GRID_337.91,337.91,341.29
GRID_324.73,324.73,327.98
GRID_324.69,324.69,327.94
GRID_324.76,324.76,328.01
GRID_331.25,331.25,334.57
GRID_331.22,331.22,334.54
GRID_341.29,341.29,344.71
GRID_334.53,334.53,337.88
GRID_344.7,344.7,348.15
GRID_348.15,348.15,351.63
GRID_351.63,351.63,355.14
GRID_355.15,355.15,358.7
GRID_358.7,358.7,362.28
GRID_362.28,362.28,365.9
GRID_408.22,408.22,412.3
GRID_412.31,412.31,416.43
GRID_412.27,412.27,416.39
GRID_396.19,396.19,400.15
GRID_396.15,396.15,400.11
GRID_365.91,365.91,369.57
GRID_365.87,365.87,369.53
GRID_369.53,369.53,373.22
GRID_373.22,373.22,376.95
GRID_388.43,388.43,392.31
GRID_388.39,388.39,392.27
GRID_388.35,388.35,392.23
GRID_376.96,376.96,380.73
GRID_380.74,380.74,384.55
GRID_351.6,351.6,355.11
GRID_355.11,355.11,358.66
GRID_358.66,358.66,362.24
GRID_362.25,362.25,365.87
GRID_362.21,362.21,365.83
GRID_365.83,365.83,369.49
GRID_369.49,369.49,373.18
GRID_373.19,373.19,376.92
GRID_365.8,365.8,369.45
GRID_369.46,369.46,373.15
GRID_376.93,376.93,380.7
GRID_312.12,312.12,315.24
GRID_312.09,312.09,315.21
GRID_315.21,315.21,318.36
GRID_318.35,318.35,321.54
GRID_321.54,321.54,324.76
GRID_321.48,321.48,324.7
GRID_321.44,321.44,324.66
GRID_321.51,321.51,324.73
GRID_327.94,327.94,331.22
GRID_327.91,327.91,331.19
GRID_318.32,318.32,321.51
GRID_318.27,318.27,321.45
GRID_318.23,318.23,321.41
GRID_318.29,318.29,321.48
GRID_312.06,312.06,315.18
GRID_263.54,263.54,266.18
GRID_266.18,266.18,268.84
GRID_268.84,268.84,271.53
GRID_271.53,271.53,274.25
GRID_274.25,274.25,276.99
GRID_276.99,276.99,279.76
GRID_279.76,279.76,282.56
GRID_282.56,282.56,285.39
GRID_288.24,288.24,291.12
GRID_285.39,285.39,288.24
GRID_291.12,291.12,294.03
GRID_285.36,285.36,288.21
GRID_173.5,173.5,175.23
GRID_175.23,175.23,176.98
GRID_176.98,176.98,178.75
GRID_178.75,178.75,180.54
GRID_182.35,182.35,184.17
GRID_184.17,184.17,186.01
GRID_186.01,186.01,187.87
GRID_178.74,178.74,180.53
GRID_187.87,187.87,189.75
GRID_189.75,189.75,191.65
GRID_193.57,193.57,195.51
GRID_189.73,189.73,191.63
GRID_195.52,195.52,197.47
GRID_197.47,197.47,199.44
GRID_199.44,199.44,201.43
GRID_201.43,201.43,203.44
GRID_203.44,203.44,205.47
GRID_205.46,205.46,207.52
GRID_201.41,201.41,203.42
GRID_203.41,203.41,205.44
GRID_209.62,209.62,211.72
GRID_211.72,211.72,213.84
GRID_211.7,211.7,213.82
GRID_215.98,215.98,218.14
GRID_218.14,218.14,220.32
GRID_220.32,220.32,222.52
GRID_222.52,222.52,224.75
GRID_224.75,224.75,227
GRID_229.27,229.27,231.56
GRID_224.73,224.73,226.98
GRID_229.24,229.24,231.54
GRID_233.88,233.88,236.22
GRID_236.22,236.22,238.58
GRID_238.58,238.58,240.97
GRID_240.97,240.97,243.38
GRID_243.38,243.38,245.81
GRID_245.81,245.81,248.27
GRID_248.27,248.27,250.75
GRID_250.75,250.75,253.26
GRID_253.26,253.26,255.79
GRID_255.79,255.79,258.35
GRID_258.35,258.35,260.93
GRID_260.9,260.9,263.51
GRID_258.32,258.32,260.9
GRID_263.52,263.52,266.15
GRID_266.15,266.15,268.81
GRID_218.12,218.12,220.3
GRID_220.29,220.29,222.5
GRID_222.5,222.5,224.73
GRID_222.48,222.48,224.71
GRID_226.98,226.98,229.25
GRID_226.95,226.95,229.22
GRID_231.54,231.54,233.86
GRID_233.86,233.86,236.2
GRID_236.19,236.19,238.56
GRID_218.09,218.09,220.27
GRID_220.28,220.28,222.48
GRID_220.26,220.26,222.46
GRID_224.71,224.71,226.96
GRID_224.68,224.68,226.93
GRID_229.22,229.22,231.52
GRID_231.52,231.52,233.84
GRID_222.46,222.46,224.69
GRID_222.43,222.43,224.66
GRID_238.56,238.56,240.95
GRID_240.95,240.95,243.36
GRID_243.35,243.35,245.79
GRID_245.79,245.79,248.25
GRID_248.24,248.24,250.72
GRID_250.73,250.73,253.23
GRID_253.23,253.23,255.76
GRID_255.77,255.77,258.32
GRID_255.74,255.74,258.29
GRID_233.83,233.83,236.17
GRID_236.17,236.17,238.54
GRID_238.54,238.54,240.93
GRID_236.15,236.15,238.52
GRID_240.92,240.92,243.33
GRID_243.33,243.33,245.77
GRID_245.76,245.76,248.22
GRID_248.22,248.22,250.7
GRID_250.7,250.7,253.2
GRID_238.51,238.51,240.9
GRID_253.21,253.21,255.74
GRID_253.18,253.18,255.71
GRID_258.29,258.29,260.87
GRID_260.88,260.88,263.49
GRID_263.49,263.49,266.12
GRID_268.81,268.81,271.5
GRID_271.51,271.51,274.22
GRID_274.22,274.22,276.96
GRID_276.96,276.96,279.73
GRID_279.73,279.73,282.53
GRID_282.54,282.54,285.36
GRID_282.51,282.51,285.33
GRID_274.19,274.19,276.93
GRID_288.21,288.21,291.09
GRID_285.33,285.33,288.18
GRID_255.71,255.71,258.26
GRID_258.27,258.27,260.85
GRID_260.86,260.86,263.46
GRID_245.74,245.74,248.2
GRID_248.19,248.19,250.67
GRID_243.3,243.3,245.74
GRID_243.28,243.28,245.72
GRID_245.71,245.71,248.17
GRID_250.68,250.68,253.18
GRID_250.65,250.65,253.15
GRID_253.15,253.15,255.68
GRID_255.69,255.69,258.24
GRID_218.08,218.08,220.26
GRID_218.06,218.06,220.24
GRID_220.24,220.24,222.44
GRID_220.21,220.21,222.41
GRID_226.93,226.93,229.2
GRID_229.2,229.2,231.5
GRID_231.49,231.49,233.81
GRID_224.66,224.66,226.91
GRID_233.81,233.81,236.15
GRID_233.79,233.79,236.13
GRID_226.91,226.91,229.18
GRID_229.18,229.18,231.47
GRID_236.12,236.12,238.49
GRID_231.47,231.47,233.79
GRID_231.45,231.45,233.77
GRID_233.76,233.76,236.1
GRID_240.9,240.9,243.31
GRID_240.87,240.87,243.28
GRID_240.85,240.85,243.26
GRID_238.49,238.49,240.88
GRID_238.46,238.46,240.85
GRID_238.44,238.44,240.83
GRID_224.64,224.64,226.89
GRID_226.89,226.89,229.16
GRID_229.16,229.16,231.45
GRID_229.14,229.14,231.43
GRID_231.42,231.42,233.74
GRID_243.25,243.25,245.69
GRID_236.11,236.11,238.47
GRID_236.08,236.08,238.44
GRID_236.06,236.06,238.42
GRID_248.14,248.14,250.62
GRID_240.82,240.82,243.23
GRID_248.17,248.17,250.65
GRID_250.62,250.62,253.12
GRID_253.13,253.13,255.66
GRID_258.25,258.25,260.83
GRID_255.67,255.67,258.22
GRID_266.12,266.12,268.78
GRID_268.79,268.79,271.48
GRID_271.48,271.48,274.19
GRID_276.93,276.93,279.7
GRID_279.71,279.71,282.51
GRID_279.68,279.68,282.48
GRID_271.45,271.45,274.16
GRID_282.48,282.48,285.3
GRID_294.03,294.03,296.97
GRID_299.94,299.94,302.94
GRID_302.94,302.94,305.97
GRID_305.97,305.97,309.03
GRID_294,294,296.94
GRID_274.16,274.16,276.9
GRID_276.91,276.91,279.68
GRID_276.88,276.88,279.65
GRID_279.66,279.66,282.45
GRID_291.06,291.06,293.97
GRID_263.46,263.46,266.09
GRID_266.1,266.1,268.76
GRID_226.87,226.87,229.14
GRID_226.85,226.85,229.12
GRID_229.11,229.11,231.4
GRID_213.82,213.82,215.96
GRID_215.96,215.96,218.12
GRID_215.94,215.94,218.1
GRID_215.91,215.91,218.07
GRID_215.9,215.9,218.06
GRID_215.88,215.88,218.04
GRID_218.04,218.04,220.22
GRID_218.01,218.01,220.19
GRID_222.41,222.41,224.64
GRID_222.39,222.39,224.62
GRID_224.62,224.62,226.87
